comapany,skills,more_info
Electrobrain modern technologies pvt ltd,"js, Node, Mongodb, Django, Python, Numpy, AWS, Pandas, GIT, Matplotlib, science",https://www.timesjobs.com/job-detail/python-developer-electrobrain-modern-technologies-pvt-ltd-delhi-delhi-ncr-gurgaon-noida-greater-noida-pune-3-to-8-yrs-jobid-SrmJ3pNYlaVzpSvf__PLUS__uAgZw==&source=srp
elk education consultants private limited,"python, django, machine, learning, data, analytics, network, security, ece, team, player, sql, database",https://www.timesjobs.com/job-detail/junior-python-developer-senior-python-developer-chennai-elk-education-consultants-private-limited-chennai-0-to-3-yrs-jobid-CAo8OgFAvMFzpSvf__PLUS__uAgZw==&source=srp
krazy mantra hr solutions,"python, development, sql, server, expertise, data, engineering, numpy, and, pandas, rest, api, integration, web, development",https://www.timesjobs.com/job-detail/hiring-for-python-web-development-python-sql-krazy-mantra-hr-solutions-chennai-mumbai-bengaluru-bangalore-pune-hyderabad-secunderabad-2-to-5-yrs-jobid-XZqY9__PLUS__gMbwxzpSvf__PLUS__uAgZw==&source=srp
infinity business solutions pvt ltd,"Python, Numpy, Pandas, OOPs, APIs, oracle, pl, /, sql, control-m, plsql, aix, database, python, scripting, devops, linux, oops, software, engineering, rest, team, player, svn, windows, unix",https://www.timesjobs.com/job-detail/core-python-development-engineer-python-expert-infinity-business-solutions-pvt-ltd-gurgaon-7-to-10-yrs-jobid-9zaifhKgRGBzpSvf__PLUS__uAgZw==&source=srp
Maxgen Technologies,"core, python",https://www.timesjobs.com/job-detail/python-internship-in-ahmedabad-maxgen-technologies-ahmedabad-anand-gandhinagar-mehsana-surat-0-to-1-yrs-jobid-PYqbzWsZUtFzpSvf__PLUS__uAgZw==&source=srp
PH7,"python, django, java, j2se",https://www.timesjobs.com/job-detail/engineering-manager-python-django-ph7-bengaluru-bangalore-6-to-9-yrs-jobid-wxUVGi6HtpZzpSvf__PLUS__uAgZw==&source=srp
Magic Finserv,"python, machine, learning, artificial, intelligence",https://www.timesjobs.com/job-detail/python-automation-engineer-magic-finserv-noida-greater-noida-2-to-5-yrs-jobid-vf7wDViomkZzpSvf__PLUS__uAgZw==&source=srp
JPMorgan Chase & Co.,"infrastructure, engineering, scripting, languages, capacity, management, cloud, technologies, automation, knowledge, storage, security, git, testing, tools, devops, shell, scripting, python, splunk",https://www.timesjobs.com/job-detail/infrastructure-engineer-iii-python-jpmorgan-chase-co-hyderabad-secunderabad-3-to-5-yrs-jobid-OVsmPE__PLUS__J0jZzpSvf__PLUS__uAgZw==&source=srp
OM SOFTWARES,"rest, python, rest, api, docker, sql, database, django, oops, shell, scripting, software, engineering, software, developer",https://www.timesjobs.com/job-detail/senior-python-developer-om-softwares-bengaluru-bangalore-5-to-8-yrs-jobid-g__PLUS__ESQvAJxlRzpSvf__PLUS__uAgZw==&source=srp
Analytics Vidhya,"python, java, git, big, data, machine, learning",https://www.timesjobs.com/job-detail/java-python-developer-analytics-vidhya-bengaluru-bangalore-1-to-3-yrs-jobid-RL40fuItq4VzpSvf__PLUS__uAgZw==&source=srp
PradeepIT,"python, programming, debugging, applications, web, technologies, object, relational, mapping, sql, experience, css, javascript, software, engineering, html",https://www.timesjobs.com/job-detail/sr-python-developer-wfo-pradeepit-bengaluru-bangalore-pune-3-to-4-yrs-jobid-qi__PLUS__ITYkHFexzpSvf__PLUS__uAgZw==&source=srp
AXISVISA IMMIGRATION SERVICES PRIVATE LIMITED,"""Machine, learning"", deep, learning, Configuration, Debugging, communication, ""Version, Control"", ""debugging"", Kernel, Debugging, communication, ""core, python""",https://www.timesjobs.com/job-detail/hiring-for-python-developer-in-abroad-axisvisa-immigration-services-private-limited-australia-canada-germany-null-null-3-to-8-yrs-jobid-byHKQuzH3G9zpSvf__PLUS__uAgZw==&source=srp
KPMG India,"python, programming, sql, proficiency, data, analysis, etl, processes, data, visualization, bi, tableau, data, science",https://www.timesjobs.com/job-detail/sql-python-developer-consultant-kpmg-india-bengaluru-bangalore-4-to-6-yrs-jobid-d__SLASH__ViFuZdN2RzpSvf__PLUS__uAgZw==&source=srp
JPMorgan Chase & Co.,"python, programming, system, design, agile, methodology, data, analysis, cloud, infrastructure, algorithms, postgresql, software, engineering, system, architecture",https://www.timesjobs.com/job-detail/software-engineer-iii-python-jpmorgan-chase-co-bengaluru-bangalore-3-to-5-yrs-jobid-Uhl4mu84PjRzpSvf__PLUS__uAgZw==&source=srp
KPMG India,"python, programming, sql, database, management, data, analysis, techniques, performance, based, services, technology, enabled, solutions, business, environment",https://www.timesjobs.com/job-detail/executive-python-sql-kpmg-india-chennai-bengaluru-bangalore-chandigarh-ahmedabad-gurgaon-1-to-5-yrs-jobid-uJh7D5EBFTxzpSvf__PLUS__uAgZw==&source=srp
KPMG India,"python, programming, sql, database, management, data, analysis, performance, optimization, industry, knowledge, business, environment",https://www.timesjobs.com/job-detail/senior-python-sql-kpmg-india-kolkata-1-to-5-yrs-jobid-ej9DeTGoSMhzpSvf__PLUS__uAgZw==&source=srp
krazy mantra hr solutions,"pyspark, python, sql, data, analysis, big, data",https://www.timesjobs.com/job-detail/hiring-for-pyspark-python-sql-krazy-mantra-hr-solutions-chennai-pune-kolkata-1-to-5-yrs-jobid-Qk__SLASH__5k9qZX79zpSvf__PLUS__uAgZw==&source=srp
Sparks To Ideas,"Machine, Learning, Django, Algorithm, Git, Linux, Data, Visulization, Data, Analysis, Python, AWS, SQL",https://www.timesjobs.com/job-detail/python-internship-at-ahmedabad-sparks-to-ideas-ahmedabad-0-to-1-yrs-jobid-rA1kezCzCGlzpSvf__PLUS__uAgZw==&source=srp
Datagrid Solutions,"python, development, django, framework, machine, learning, devops, tools, excellent, communication, css, git, html, javascript",https://www.timesjobs.com/job-detail/senior-python-developer-datagrid-solutions-mumbai-pune-5-to-8-yrs-jobid-esl2CG__PLUS__vwgNzpSvf__PLUS__uAgZw==&source=srp
forcepoint,"python, development, shell, scripting, ci, /, cd, processes, cloud, technologies, infrastructure, as, code, git, devops",https://www.timesjobs.com/job-detail/python-devops-engineer-ii-forcepoint-mumbai-3-to-5-yrs-jobid-aYlAjYJbZ7ZzpSvf__PLUS__uAgZw==&source=srp
PradeepIT,"aws, lambda, expertise, python, programming, react, front, end, dynamodb, management, restful, api, integration, databasemanagement, global, delivery, cloud, services, git",https://www.timesjobs.com/job-detail/python-react-lamda-pradeepit-bengaluru-bangalore-3-to-5-yrs-jobid-IYS2oEOfxQpzpSvf__PLUS__uAgZw==&source=srp
PradeepIT,"web, development, python, programming, react, framework, aws, services, ci, /, cd, practices, docker, security, git, iam, web, technologies, api, gateway",https://www.timesjobs.com/job-detail/python-react-architect-pradeepit-bengaluru-bangalore-7-to-9-yrs-jobid-WJa__PLUS__S13t__PLUS__uBzpSvf__PLUS__uAgZw==&source=srp
krazy mantra hr solutions,"python, python, web, framework, orm, javascript, html5, css3, sql",https://www.timesjobs.com/job-detail/hiring-for-python-lead-krazy-mantra-hr-solutions-gurgaon-3-to-8-yrs-jobid-Pf3sPCKe2d5zpSvf__PLUS__uAgZw==&source=srp
krazy mantra hr solutions,"python, restful, with, python, fastapi, sql, /, nosql, databases, designing, ml, algorithms, nlp, information, technology, git, devops",https://www.timesjobs.com/job-detail/hiring-for-python-backend-engineer-krazy-mantra-hr-solutions-bengaluru-bangalore-5-to-8-yrs-jobid-vzs0ntKqXcpzpSvf__PLUS__uAgZw==&source=srp
Inexoft Technologies Pvt. Ltd.,"python, programming, software, development, code, documentation, collaboration, skills, code, testing",https://www.timesjobs.com/job-detail/python-developer-experienced-inexoft-technologies-pvt-ltd-kannur-0-to-1-yrs-jobid-3zqF__PLUS__X__PLUS__lh7tzpSvf__PLUS__uAgZw==&source=srp
Analytics Vidhya,"algorithms, signal, processing, python, sas, machine, learning, unix",https://www.timesjobs.com/job-detail/analytics-manager-r-python-analytics-vidhya-noida-greater-noida-delhi-delhi-ncr-5-to-8-yrs-jobid-TZZOseaM7qJzpSvf__PLUS__uAgZw==&source=srp
KPMG India,"data, analysis, projects, python, programming, strong, sql, skills, etl, processes, knowledge, problem, solving, abilities, visualization, tableau, data, science, data, visualization",https://www.timesjobs.com/job-detail/sql-python-developer-consultant-kpmg-india-bengaluru-bangalore-4-to-6-yrs-jobid-HOXyMc2tU5xzpSvf__PLUS__uAgZw==&source=srp
KPMG India,"data, transformation, python, development, version, control, sql, proficiency, etl, processes, bi, database, git, postgresql, debugging, mysql, reporting, tools",https://www.timesjobs.com/job-detail/alteryx-python-developer-kpmg-india-bengaluru-bangalore-pune-2-to-4-yrs-jobid-DMMlByF1JmlzpSvf__PLUS__uAgZw==&source=srp
trident analytical solutions,"python, django, team, player",https://www.timesjobs.com/job-detail/python-developer-django-trident-analytical-solutions-noida-greater-noida-1-to-2-yrs-jobid-fFPEjqISothzpSvf__PLUS__uAgZw==&source=srp
krazybee,"python, development, flask, /, django, frameworks, data, libraries, (, numpy, /, pandas, ), aws, experience, restful, apis, team, player, debugging",https://www.timesjobs.com/job-detail/backend-python-engineer-lead-krazybee-bengaluru-bangalore-2-to-5-yrs-jobid-9Nu0nAU__PLUS__vidzpSvf__PLUS__uAgZw==&source=srp
Unimrkt Research,"python, programming, data, validation, numpy, knowledge, pandas, utilization, problem, solving, testing",https://www.timesjobs.com/job-detail/data-quality-python-unimrkt-research-gurgaon-1-to-4-yrs-jobid-cDF__SLASH__6ffEgd1zpSvf__PLUS__uAgZw==&source=srp
PradeepIT,"snowflake, management, python, programming, sql, development, data, engineering, etl, development, data, warehousing, data, extraction, data, modeling, data, transformation, rdbms, sql, database",https://www.timesjobs.com/job-detail/snowflake-python-sql-developer-pradeepit-bengaluru-bangalore-4-to-6-yrs-jobid-A48tpa4UliFzpSvf__PLUS__uAgZw==&source=srp
State Street,"python, programming, microservices, architecture, api, design, machine, learning, azure, cloud, services, senior, software, engineer, artificial, intelligence, tandem, algorithms, docker, security, git, technical, skills, django, infrastructure",https://www.timesjobs.com/job-detail/python-engineer-senior-manager-state-street-hyderabad-secunderabad-8-to-11-yrs-jobid-D6OF8tgPf5VzpSvf__PLUS__uAgZw==&source=srp
kyndryl,"software, development, cloud, services, ci, /, cd, pipeline, relational, databases, agile, methodologies, hosting, docker, elastic, search, git, postgresql, devops, software, engineering, python",https://www.timesjobs.com/job-detail/specialist-software-engineer-python-kyndryl-bengaluru-bangalore-5-to-7-yrs-jobid-zkNTr3eRVUxzpSvf__PLUS__uAgZw==&source=srp
Nutanix,"python, automation, oops, concepts, continuous, integration, functional, testing, distributed, systems, c, defect, tracking, test, cases, storage, sql, qa, database, usability, writing, jenkins, network, management, sdet, unix, /, linux",https://www.timesjobs.com/job-detail/sdet-python-automation-nutanix-bengaluru-bangalore-2-to-5-yrs-jobid-kZIGOkchPB5zpSvf__PLUS__uAgZw==&source=srp
PradeepIT,"python, programming, aws, data, solutions, rest, api, knowledge, devops, practices, database, management, docker, security, postgresql, linux, json, mysql, github, oracle, esb, software, developer",https://www.timesjobs.com/job-detail/senior-python-developer-pradeepit-bengaluru-bangalore-3-to-5-yrs-jobid-TFeSZpkUHA5zpSvf__PLUS__uAgZw==&source=srp
PradeepIT,"python, programming, azure, sdks, proficiency, api, development, django, framework, database, concepts, css, rest, api, storage, sql, debugging, html, javascript, infrastructure, .net",https://www.timesjobs.com/job-detail/python-developer-enterprise-application-pradeepit-bengaluru-bangalore-4-to-6-yrs-jobid-FrQGb0hrOYBzpSvf__PLUS__uAgZw==&source=srp
PradeepIT,"full, stack, development, front, end, technologies, restful, api, development, python, frameworks, version, control, systems, css, sql, database, git, heroku, html, web, development, software, engineering, javascript, nosql, django",https://www.timesjobs.com/job-detail/python-full-stack-developer-pradeepit-bengaluru-bangalore-5-to-8-yrs-jobid-oUAlRwbccllzpSvf__PLUS__uAgZw==&source=srp
JPMorgan Chase & Co.,"software, development, knowledge, technical, troubleshooting, skills, programming, languages, expertise, agile, methodology, understanding, cloud, technology, exposure, python, mobile, machine, learning, artificial, intelligence, database, security, django, debugging, software, engineering",https://www.timesjobs.com/job-detail/software-engineer-iii-python-jpmorgan-chase-co-mumbai-3-to-5-yrs-jobid-Z6OpORE82N9zpSvf__PLUS__uAgZw==&source=srp
SEVEN CONSULTANCY,"git, postgresql, devops, linux, data, structures, mysql, object, oriented, programming, mongodb, rest, python, linux, operating, system, rdbms, os, maven, nosql",https://www.timesjobs.com/job-detail/automation-engineer-python-seven-consultancy-navi-mumbai-mumbai-2-to-4-yrs-jobid-r8jC0H8RkxpzpSvf__PLUS__uAgZw==&source=srp
Spot In Job Consultancy,"python, programming, django, framework, efficient, coding, data, protection, unit, testing, security, compliance, information, technology, html5, storage, database, git, debugging, mobile, svn, javascript",https://www.timesjobs.com/job-detail/job-for-python-developer-in-rajkot-spot-in-job-consultancy-rajkot-1-to-5-yrs-jobid-Iijm1ESZCqRzpSvf__PLUS__uAgZw==&source=srp
KPMG India,"python, programming, data, extraction, techniques, web, scraping, knowledge, object, oriented, programming, alteryx, application, development, css, memory, management, technology, consulting, oops, multithreading, html, business, environment, javascript, django",https://www.timesjobs.com/job-detail/tt-t-senior-alteryx-python-kpmg-india-chennai-mumbai-bengaluru-bangalore-chandigarh-ahmedabad-3-to-5-yrs-jobid-t8j2TdvdwJZzpSvf__PLUS__uAgZw==&source=srp
KPMG India,"software, development, python, proficiency, database, management, api, integration, front, end, technologies, security, compliance, css, information, technology, user, interaction, git, html, svn, business, environment, javascript, django",https://www.timesjobs.com/job-detail/python-developer-consultant-kpmg-india-gurgaon-4-to-6-yrs-jobid-90ei91PgzvdzpSvf__PLUS__uAgZw==&source=srp
KPMG India,"data, transformation, expertise, python, development, experience, proficiency, in, sql, databases, alteryx, workflow, management, problem, solving, capabilities, git, postgresql, debugging, mysql, reporting, tools",https://www.timesjobs.com/job-detail/alteryx-python-developer-kpmg-india-bengaluru-bangalore-pune-2-to-4-yrs-jobid-k7yK4S6hZiNzpSvf__PLUS__uAgZw==&source=srp
Barclays,"java, programming, python, development, microservice, architecture, secure, coding, practices, unit, testing, implementation, software, requirements, database, git, devops, teamcity, technical, skills, pl, /, sql, oracle, nosql, production, support, spring, boot",https://www.timesjobs.com/job-detail/java-python-developer-barclays-pune-5-to-9-yrs-jobid-5oFkpv4pR35zpSvf__PLUS__uAgZw==&source=srp
Binary Republik,"python, development, api, development, database, management, aws, deployment, ci, /, cd, processes, css, orchestration, storage, docker, git, debugging, html, mongodb, rest, sybase, information, management, javascript, django, infrastructure, unix, /, linux",https://www.timesjobs.com/job-detail/python-backend-developer-binary-republik-ahmedabad-3-to-5-yrs-jobid-cvVZp__SLASH__JI43hzpSvf__PLUS__uAgZw==&source=srp
3RI Technologies Pvt Ltd,"strong, communication, very, strong, sql, python, programming, powershell, scripting, data, analysis",https://www.timesjobs.com/job-detail/intern-python-sql-3ri-technologies-pvt-ltd-pune-0-to-3-yrs-jobid-W2yCT5wVLr9zpSvf__PLUS__uAgZw==&source=srp
krazy mantra hr solutions,"python, programming, oop, concepts, mysql, expertise, api, development, testing, frameworks, curl, django, oops, data, structures",https://www.timesjobs.com/job-detail/hiring-for-python-architect-krazy-mantra-hr-solutions-chennai-bengaluru-bangalore-hyderabad-secunderabad-5-to-8-yrs-jobid-Q2hMs__SLASH__z2IjdzpSvf__PLUS__uAgZw==&source=srp
Span Idea Systems Pvt Ltd,"security, compliance, python, html5, mobile, javascript, django",https://www.timesjobs.com/job-detail/python-developer-django-flask-span-idea-systems-pvt-ltd-bengaluru-bangalore-0-to-3-yrs-jobid-QuBhLnFuMndzpSvf__PLUS__uAgZw==&source=srp
Span Idea Systems Pvt Ltd,"security, compliance, python, html5, mobile, javascript, django",https://www.timesjobs.com/job-detail/python-developer-django-flask-span-idea-systems-pvt-ltd-0-to-3-yrs-jobid-Um__PLUS__eqkEJ0NhzpSvf__PLUS__uAgZw==&source=srp
Span Idea Systems Pvt Ltd,"python, software, design, machine, learning, django, postgresql, cassandra, distributed, databases",https://www.timesjobs.com/job-detail/python-developer-server-side-span-idea-systems-pvt-ltd-0-to-3-yrs-jobid-y7qrLgxLEYVzpSvf__PLUS__uAgZw==&source=srp
krazy mantra hr solutions,"python, django, /, flask, oracle, pl, /, sql, unix, ui, programming",https://www.timesjobs.com/job-detail/hiring-for-python-lead-developer-krazy-mantra-hr-solutions-chennai-pune-7-to-9-yrs-jobid-sZdo2qTQM5VzpSvf__PLUS__uAgZw==&source=srp
Hitasoft Technology Solutions Pvt Ltd.,"python, django, rest, api, debugging, problem, solving, team, player, mvc",https://www.timesjobs.com/job-detail/python-cum-react-developer-hitasoft-technology-solutions-pvt-ltd-madurai-0-to-3-yrs-jobid-pkN__PLUS__BhDZx__PLUS__JzpSvf__PLUS__uAgZw==&source=srp
